Price,Title,Location,Bedrooms,Bathrooms,Area,Link,Type,Rental Frequency,Furnished,Ownership,Near Sea
11000.0,100م لوكس بسموحة 3غرف وريسبشن  قرب زهران دور 5,Smoha,3,1,100.0,https://www.dubizzle.com.eg/en/ad/100%D9%85-%D9%84%D9%88%D9%83%D8%B3-%D8%A8%D8%B3%D9%85%D9%88%D8%AD%D8%A9-3%D8%BA%D8%B1%D9%81-%D9%88%D8%B1%D9%8A%D8%B3%D8%A8%D8%B4%D9%86-%D9%82%D8%B1%D8%A8-%D8%B2%D9%87%D8%B1%D8%A7%D9%86-%D8%AF%D9%88%D8%B1-5-ID204456450.html,Apartment,Monthly,No,Not specified,False
10000.0,130م لوكس منتزة اول ش ملك 2غرفة وريسبشن 3ق دور 1,Montazah,2,2,130.0,https://www.dubizzle.com.eg/en/ad/130%D9%85-%D9%84%D9%88%D9%83%D8%B3-%D9%85%D9%86%D8%AA%D8%B2%D8%A9-%D8%A7%D9%88%D9%84-%D8%B4-%D9%85%D9%84%D9%83-2%D8%BA%D8%B1%D9%81%D8%A9-%D9%88%D8%B1%D9%8A%D8%B3%D8%A8%D8%B4%D9%86-3%D9%82-%D8%AF%D9%88%D8%B1-1-ID204456336.html,Apartment,Monthly,No,Not specified,False
3300.0,شقه للايجاربالعجمي الهانفيل عدد 3 شرفه و 3 غرف نوم و ريسبشن 3 قطع عجمي,"Al Hanouvel, Agami•",3,2,135.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1%D8%A8%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%8A-%D8%A7%D9%84%D9%87%D8%A7%D9%86%D9%81%D9%8A%D9%84-%D8%B9%D8%AF%D8%AF-3-%D8%B4%D8%B1%D9%81%D9%87-%D9%88-3-%D8%BA%D8%B1%D9%81-%D9%86%D9%88%D9%85-%D9%88-%D8%B1%D9%8A%D8%B3%D8%A8%D8%B4%D9%86-3-%D9%82%D8%B7%D8%B9-%D8%B9%D8%AC%D9%85%D9%8A-ID203913504.html,Apartment,Monthly,No,Not specified,False
4500.0,شقة للايجار في برج العرب في الحي الثاني صف اول مصانع امام شركة تارجت,Borg al-Arab,2,1,110.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%A8%D8%B1%D8%AC-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8-%D9%81%D9%8A-%D8%A7%D9%84%D8%AD%D9%8A-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A-%D8%B5%D9%81-%D8%A7%D9%88%D9%84-%D9%85%D8%B5%D8%A7%D9%86%D8%B9-%D8%A7%D9%85%D8%A7%D9%85-%D8%B4%D8%B1%D9%83%D8%A9-%D8%AA%D8%A7%D8%B1%D8%AC%D8%AA-ID199145032.html,Apartment,Monthly,Yes,Not specified,False
3700000.0,- شقة للبيع 100م سيدي جابر متفرع من شارع المشير,Sidi Gaber,2,1,100.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-100%D9%85-%D8%B3%D9%8A%D8%AF%D9%8A-%D8%AC%D8%A7%D8%A8%D8%B1-%D9%85%D8%AA%D9%81%D8%B1%D8%B9-%D9%85%D9%86-%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D9%85%D8%B4%D9%8A%D8%B1-ID501952719.html,Apartment,Sale,Yes,Resale,False
17000.0,شقة للإيجار المفروش 150 م سموحه خطوات من شارع  مصطفى كامل متاح ايجار شهرى او اسابيع,Smoha,3,2,150.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A5%D9%8A%D8%AC%D8%A7%D8%B1-%D8%A7%D9%84%D9%85%D9%81%D8%B1%D9%88%D8%B4-150-%D9%85-%D8%B3%D9%85%D9%88%D8%AD%D9%87-%D8%AE%D8%B7%D9%88%D8%A7%D8%AA-%D9%85%D9%86-%D8%B4%D8%A7%D8%B1%D8%B9-%D9%85%D8%B5%D8%B7%D9%81%D9%89-%D9%83%D8%A7%D9%85%D9%84-%D9%85%D8%AA%D8%A7%D8%AD-%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D8%B4%D9%87%D8%B1%D9%89-%D8%A7%D9%88-%D8%A7%D8%B3%D8%A7%D8%A8%D9%8A%D8%B9-ID501952701.html,Apartment,Monthly,Yes,Not specified,False
14000.0,شقة للإيجار المفروش 100 م سموحه بالقرب من مركز اسكندريه لليون متاح ايجار شهرى او اسابيع,Smoha,2,1,100.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A5%D9%8A%D8%AC%D8%A7%D8%B1-%D8%A7%D9%84%D9%85%D9%81%D8%B1%D9%88%D8%B4-100-%D9%85-%D8%B3%D9%85%D9%88%D8%AD%D9%87-%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8-%D9%85%D9%86-%D9%85%D8%B1%D9%83%D8%B2-%D8%A7%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D9%87-%D9%84%D9%84%D9%8A%D9%88%D9%86-%D9%85%D8%AA%D8%A7%D8%AD-%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D8%B4%D9%87%D8%B1%D9%89-%D8%A7%D9%88-%D8%A7%D8%B3%D8%A7%D8%A8%D9%8A%D8%B9-ID501952680.html,Apartment,Monthly,Yes,Not specified,False
2150000.0,شقه مميزه للبيع ب سموحه خطوات من شارع مصطفي كامل,Smoha,2,1,90.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D9%87-%D9%85%D9%85%D9%8A%D8%B2%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8-%D8%B3%D9%85%D9%88%D8%AD%D9%87-%D8%AE%D8%B7%D9%88%D8%A7%D8%AA-%D9%85%D9%86-%D8%B4%D8%A7%D8%B1%D8%B9-%D9%85%D8%B5%D8%B7%D9%81%D9%8A-%D9%83%D8%A7%D9%85%D9%84-ID501822163.html,Apartment,Sale,No,Resale,False
5900000.0,شقة للبيع 133 م (صواري),"Sawari, Moharam Bik•",2,2,2.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-133-%D9%85-%D8%B5%D9%88%D8%A7%D8%B1%D9%8A-ID501952651.html,Apartment,Sale,No,Resale,False
14000.0,"Furnished duplex apartment for rent, 200m, Miami (directly on Khaled Ibn Al Waleed Street)",Miami,3,2,200.0,https://www.dubizzle.com.eg/en/ad/furnished-duplex-apartment-for-rent-200m-miami-directly-on-khaled-ibn-al-waleed-street-ID501952634.html,Duplex,Monthly,Yes,Not specified,False
2700000.0,شقة للبيع 114م سموحه شارع النصر التوب هاوس,Smoha,3,1,113.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-114%D9%85-%D8%B3%D9%85%D9%88%D8%AD%D9%87-%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D9%86%D8%B5%D8%B1-%D8%A7%D9%84%D8%AA%D9%88%D8%A8-%D9%87%D8%A7%D9%88%D8%B3-ID501952617.html,Apartment,Sale,No,Resale,False
1800000.0,للبيع روف ٣٠٠ متر العجمى اول بيانكى,Agami,3,2,300.0,https://www.dubizzle.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%B1%D9%88%D9%81-%D9%A3%D9%A0%D9%A0-%D9%85%D8%AA%D8%B1-%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%89-%D8%A7%D9%88%D9%84-%D8%A8%D9%8A%D8%A7%D9%86%D9%83%D9%89-ID204041148.html,Roof,Sale,Yes,Primary,False
1950000.0,الاسكندرية العجمي الهانوفيل ٢٢شارع نادي الجمارك الزهراء,Agami,2,1,110.0,https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%84%D8%A7%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%8A-%D8%A7%D9%84%D9%87%D8%A7%D9%86%D9%88%D9%81%D9%8A%D9%84-%D9%A2%D9%A2%D8%B4%D8%A7%D8%B1%D8%B9-%D9%86%D8%A7%D8%AF%D9%8A-%D8%A7%D9%84%D8%AC%D9%85%D8%A7%D8%B1%D9%83-%D8%A7%D9%84%D8%B2%D9%87%D8%B1%D8%A7%D8%A1-ID204454892.html,Apartment,Sale,Yes,Primary,False
20000.0,شقة  مفروشه  بـ كـامب شيـزار بحر - مكيفه,Camp Caesar,2,1,120.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%85%D9%81%D8%B1%D9%88%D8%B4%D9%87-%D8%A8%D9%80-%D9%83%D9%80%D8%A7%D9%85%D8%A8-%D8%B4%D9%8A%D9%80%D8%B2%D8%A7%D8%B1-%D8%A8%D8%AD%D8%B1-%D9%85%D9%83%D9%8A%D9%81%D9%87-ID204454862.html,Apartment,Monthly,Yes,Not specified,True
985000.0,امتلك وحده سكنيه 140م في شاطئ النخيل تشطيب رووعه في قلب الأسواق,Nakheel,2,1,140.0,https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%85%D8%AA%D9%84%D9%83-%D9%88%D8%AD%D8%AF%D9%87-%D8%B3%D9%83%D9%86%D9%8A%D9%87-140%D9%85-%D9%81%D9%8A-%D8%B4%D8%A7%D8%B7%D8%A6-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%AA%D8%B4%D8%B7%D9%8A%D8%A8-%D8%B1%D9%88%D9%88%D8%B9%D9%87-%D9%81%D9%8A-%D9%82%D9%84%D8%A8-%D8%A7%D9%84%D8%A3%D8%B3%D9%88%D8%A7%D9%82-ID203229628.html,Duplex,Sale,No,Primary,True
665000.0,شقه للبيع في كيلو 21خطوات قليلة من شارع الرئيسي موقع سكني,Nakheel,2,1,90.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%83%D9%8A%D9%84%D9%88-21%D8%AE%D8%B7%D9%88%D8%A7%D8%AA-%D9%82%D9%84%D9%8A%D9%84%D8%A9-%D9%85%D9%86-%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A-%D9%85%D9%88%D9%82%D8%B9-%D8%B3%D9%83%D9%86%D9%8A-ID202804151.html,Apartment,Sale,No,Primary,False
740000.0,شقة فخم  للبيع في الإسكندرية شاطئ النخيل تصلح السكني او الاستثمار,Nakheel,2,1,110.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%81%D8%AE%D9%85-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9-%D8%B4%D8%A7%D8%B7%D8%A6-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%AA%D8%B5%D9%84%D8%AD-%D8%A7%D9%84%D8%B3%D9%83%D9%86%D9%8A-%D8%A7%D9%88-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1-ID203707560.html,Apartment,Sale,No,Primary,True
5568750.0,Apartment for sale 225 m in the heart of Alexandria inside an integrated compound,Miami,3,3,225.0,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-225-m-in-the-heart-of-alexandria-inside-an-integrated-compound-ID501455981.html,Apartment,Sale,No,Primary,False
3093000.0,"Apartment for sale, area 108 m, Abha Hayat Compound",Glim,2,1,125.0,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-area-108-m-abha-hayat-compound-ID501406012.html,Apartment,Sale,No,Primary,False
4352000.0,The best price and payment system for a 170-square-meter apartment inside Abhay Compound in the heart of Alexandria,Glim,3,3,170.0,https://www.dubizzle.com.eg/en/ad/the-best-price-and-payment-system-for-a-170-square-meter-apartment-inside-abhay-compound-in-the-heart-of-alexandria-ID501459448.html,Apartment,Sale,No,Primary,False
3093750.0,The best price and payment system for a 125-square-meter apartment inside Abhay Compound in the heart of Alexandria,Sidi Gaber,2,1,125.0,https://www.dubizzle.com.eg/en/ad/the-best-price-and-payment-system-for-a-125-square-meter-apartment-inside-abhay-compound-in-the-heart-of-alexandria-ID501457753.html,Apartment,Sale,No,Primary,False
4352000.0,The best price and payment system for a 170-square-meter apartment inside Abhay Compound in the heart of Alexandria,Kafr Abdo,3,3,170.0,https://www.dubizzle.com.eg/en/ad/the-best-price-and-payment-system-for-a-170-square-meter-apartment-inside-abhay-compound-in-the-heart-of-alexandria-ID501456132.html,Apartment,Sale,No,Primary,False
3093750.0,The best price and payment system for a 125-square-meter apartment inside Abhay Compound in the heart of Alexandria,Miami,2,1,125.0,https://www.dubizzle.com.eg/en/ad/the-best-price-and-payment-system-for-a-125-square-meter-apartment-inside-abhay-compound-in-the-heart-of-alexandria-ID501455931.html,Apartment,Sale,No,Primary,False
1300000.0,شقه للبيع 90 م( تجاري - سكني ) ميامي,Miami,2,1,90.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-90-%D9%85-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D8%B3%D9%83%D9%86%D9%8A-%D9%85%D9%8A%D8%A7%D9%85%D9%8A-ID501952519.html,Apartment,Sale,No,Resale,False
5700000.0,"Apartment for sale, 200m net, Laurent (Shaarawy Street) - Registered in the Real Estate Registry  - open view",Laurent,2,2,200.0,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-200m-net-laurent-shaarawy-street-registered-in-the-real-estate-registry-open-view-ID501952508.html,Apartment,Sale,No,Resale,False
1450000.0,"Apartment for sale, 140m, Bulkeley (off Mostafa Kamel Street)",Bolkly,2,1,140.0,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-140m-bulkeley-off-mostafa-kamel-street-ID501952506.html,Apartment,Sale,No,Resale,False
8870400.0,Last unit with a view of 4-bedroom villas in Sawary,"Sawari, Moharam Bik•",3,3,220.0,https://www.dubizzle.com.eg/en/ad/last-unit-with-a-view-of-4-bedroom-villas-in-sawary-ID501952477.html,Apartment,Sale,No,Primary,False
3750000.0,شقه للبيع 150 م المندرة - بروئية بحر جانبي,Mandara,3,2,150.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-150-%D9%85-%D8%A7%D9%84%D9%85%D9%86%D8%AF%D8%B1%D8%A9-%D8%A8%D8%B1%D9%88%D8%A6%D9%8A%D8%A9-%D8%A8%D8%AD%D8%B1-%D8%AC%D8%A7%D9%86%D8%A8%D9%8A-ID501952452.html,Apartment,Sale,No,Resale,True
40000.0,شقة راقية للايجار المفروش في زيزينيا,Zezenia,3,3,280.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D8%B1%D8%A7%D9%82%D9%8A%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D8%A7%D9%84%D9%85%D9%81%D8%B1%D9%88%D8%B4-%D9%81%D9%8A-%D8%B2%D9%8A%D8%B2%D9%8A%D9%86%D9%8A%D8%A7-ID204454553.html,Apartment,Monthly,Yes,Not specified,False
6500000.0,شقة للبيع في مصطفى كامل  بالقرب من مول كيروسيز,Sidi Gaber,3,2,220.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D8%B5%D8%B7%D9%81%D9%89-%D9%83%D8%A7%D9%85%D9%84-%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8-%D9%85%D9%86-%D9%85%D9%88%D9%84-%D9%83%D9%8A%D8%B1%D9%88%D8%B3%D9%8A%D8%B2-ID204454519.html,Apartment,Sale,No,Resale,False
13000.0,شقة للايجار 100 م - وابور المياة,Waboor Elmayah,2,1,100.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-100-%D9%85-%D9%88%D8%A7%D8%A8%D9%88%D8%B1-%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D8%A9-ID501952430.html,Apartment,Monthly,No,Not specified,False
880000.0,شقه للبيع فى شاطىءالنخيل العجمي دقائق للبحر والأسواق موقع رائع للمصيف,Nakheel,2,1,105.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%89-%D8%B4%D8%A7%D8%B7%D9%89%D8%A1%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%8A-%D8%AF%D9%82%D8%A7%D8%A6%D9%82-%D9%84%D9%84%D8%A8%D8%AD%D8%B1-%D9%88%D8%A7%D9%84%D8%A3%D8%B3%D9%88%D8%A7%D9%82-%D9%85%D9%88%D9%82%D8%B9-%D8%B1%D8%A7%D8%A6%D8%B9-%D9%84%D9%84%D9%85%D8%B5%D9%8A%D9%81-ID204223997.html,Apartment,Sale,Not specified,Resale,True
7500000.0,شقة ٢٢٠ متر على البحر مباشرة Apartment 220 m,Miami,3,3,220.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%A2%D9%A2%D9%A0-%D9%85%D8%AA%D8%B1-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1-%D9%85%D8%A8%D8%A7%D8%B4%D8%B1%D8%A9-apartment-220-m-ID204454392.html,Apartment,Sale,No,Resale,True
5250000.0,شقة للبيع 222 م - سموحه ( ابراج سيدي جابر ),Smoha,4,2,222.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-222-%D9%85-%D8%B3%D9%85%D9%88%D8%AD%D9%87-%D8%A7%D8%A8%D8%B1%D8%A7%D8%AC-%D8%B3%D9%8A%D8%AF%D9%8A-%D8%AC%D8%A7%D8%A8%D8%B1-ID501952409.html,Apartment,Sale,No,Resale,False
5000000.0,شقة للبيع أمام سور المنتزه,Montazah,4,2,180.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A3%D9%85%D8%A7%D9%85-%D8%B3%D9%88%D8%B1-%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%B2%D9%87-ID204454440.html,Apartment,Sale,Yes,Resale,False
20000.0,شقه للايجار السكنى 125 م وابور المياه بميدان زويل,Waboor Elmayah,2,1,125.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D8%A7%D9%84%D8%B3%D9%83%D9%86%D9%89-125-%D9%85-%D9%88%D8%A7%D8%A8%D9%88%D8%B1-%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87-%D8%A8%D9%85%D9%8A%D8%AF%D8%A7%D9%86-%D8%B2%D9%88%D9%8A%D9%84-ID501952401.html,Apartment,Monthly,No,Not specified,False
2500000.0,سيدي بشر ترام,Sidi Beshr,2,1,130.0,https://www.dubizzle.com.eg/en/ad/%D8%B3%D9%8A%D8%AF%D9%8A-%D8%A8%D8%B4%D8%B1-%D8%AA%D8%B1%D8%A7%D9%85-ID204428379.html,Apartment,Sale,No,Primary,False
15000000.0,شقة للبيع 320م - ستانلي ( خطوات من البحر ),Stanley,6,3,320.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-320%D9%85-%D8%B3%D8%AA%D8%A7%D9%86%D9%84%D9%8A-%D8%AE%D8%B7%D9%88%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1-ID501952349.html,Apartment,Sale,No,Resale,True
1400000.0,شقه للبيع ب محرم بك,Moharam Bik,2,1,97.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8-%D9%85%D8%AD%D8%B1%D9%85-%D8%A8%D9%83-ID501952341.html,Apartment,Sale,No,Resale,False
5500000.0,"Apartment for sale, 200 m², Saba Pasha - near Al-Mirghani Palace (street view)",Saba Pasha,4,2,200.0,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-200-m2-saba-pasha-near-al-mirghani-palace-street-view-ID501952337.html,Apartment,Sale,No,Primary,False
30000.0,"Apartment for rent, 211 m², First Residence, Smouha (Grand View Compound)",Smoha,3,2,211.0,https://www.dubizzle.com.eg/en/ad/apartment-for-rent-211-m2-first-residence-smouha-grand-view-compound-ID501948934.html,Apartment,Monthly,No,Not specified,False
6800000.0,شقه للبيع 210 م جليم ( تالت نمره من البحر ),Glim,4,3,210.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-210-%D9%85-%D8%AC%D9%84%D9%8A%D9%85-%D8%AA%D8%A7%D9%84%D8%AA-%D9%86%D9%85%D8%B1%D9%87-%D9%85%D9%86-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1-ID501952304.html,Apartment,Sale,No,Primary,True
3100000.0,شقة للبيع 80 م سموحة (ش فيكتور عمانويل),Smoha,2,1,80.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-80-%D9%85-%D8%B3%D9%85%D9%88%D8%AD%D8%A9-%D8%B4-%D9%81%D9%8A%D9%83%D8%AA%D9%88%D8%B1-%D8%B9%D9%85%D8%A7%D9%86%D9%88%D9%8A%D9%84-ID501952261.html,Apartment,Sale,No,Resale,False
1500000.0,شقه للبيع بين جمال عبد الناصر والعيسوي,Sidi Beshr,2,1,85.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D9%8A%D9%86-%D8%AC%D9%85%D8%A7%D9%84-%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D9%86%D8%A7%D8%B5%D8%B1-%D9%88%D8%A7%D9%84%D8%B9%D9%8A%D8%B3%D9%88%D9%8A-ID204453888.html,Apartment,Sale,No,Resale,False
2400000.0,شقة للبيع 160 م محرم بك,Moharam Bik,3,2,160.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-160-%D9%85-%D9%85%D8%AD%D8%B1%D9%85-%D8%A8%D9%83-ID501952200.html,Apartment,Sale,No,Resale,False
4750000.0,شقه متميزه في استانلي,Stanley,3,2,198.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D9%87-%D9%85%D8%AA%D9%85%D9%8A%D8%B2%D9%87-%D9%81%D9%8A-%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%D9%84%D9%8A-ID204399647.html,Apartment,Sale,No,Resale,False
10000000.0,"4 bedrooms, one year delivery in Alex West","Sawari, Moharam Bik•",4,3,216.0,https://www.dubizzle.com.eg/en/ad/4-bedrooms-one-year-delivery-in-alex-west-ID501952156.html,Apartment,Sale,No,Primary,False
2300000.0,"Apartment for sale, 105 m², Sidi Gaber - steps from Al Musheer Street",Sidi Gaber,3,1,105.0,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-105-m2-sidi-gaber-steps-from-al-musheer-street-ID501952152.html,Apartment,Sale,No,Primary,False
3250000.0,شقة للبيع 145 م كليوبترا (ش محمود الطوريني),Cleopatra,3,2,145.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-145-%D9%85-%D9%83%D9%84%D9%8A%D9%88%D8%A8%D8%AA%D8%B1%D8%A7-%D8%B4-%D9%85%D8%AD%D9%85%D9%88%D8%AF-%D8%A7%D9%84%D8%B7%D9%88%D8%B1%D9%8A%D9%86%D9%8A-ID501952144.html,Apartment,Sale,No,Resale,False
3450000.0,"Apartment for sale 200 m, Janaklis (Mohamed Pasha Street)",Gianaclis,3,2,200.0,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-200-m-janaklis-mohamed-pasha-street-ID501847873.html,Apartment,Sale,No,Resale,False
4200000.0,"Apartment for sale, 125 m, Sporting (Luxor Street)",Sporting,3,2,125.0,https://www.dubizzle.com.eg/en/ad/apartment-for-sale-125-m-sporting-luxor-street-ID501865729.html,Apartment,Sale,No,Resale,False
5500000.0,شقة للبيع علي البحر مباشرة,Miami,2,1,150.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%B9%D9%84%D9%8A-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1-%D9%85%D8%A8%D8%A7%D8%B4%D8%B1%D8%A9-ID204453582.html,Apartment,Sale,Yes,Resale,True
10000.0,Furnished studio for rent 65m Ibrahimia (between the tram and Port Said),Al Ibrahimiyyah,1,1,65.0,https://www.dubizzle.com.eg/en/ad/furnished-studio-for-rent-65m-ibrahimia-between-the-tram-and-port-said-ID501686354.html,Studio,Monthly,Yes,Not specified,False
4800000.0,شقة للبيع 200 م جليم (بالقرب من قصر المجوهرات),Glim,4,2,200.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-200-%D9%85-%D8%AC%D9%84%D9%8A%D9%85-%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8-%D9%85%D9%86-%D9%82%D8%B5%D8%B1-%D8%A7%D9%84%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA-ID501067000.html,Apartment,Sale,No,Resale,False
15000.0,شقة للايجار في العصافرة بحري على شارع جمال عبد الناصر الرئيسي مباشرة,Asafra,2,1,180.0,https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%B5%D8%A7%D9%81%D8%B1%D8%A9-%D8%A8%D8%AD%D8%B1%D9%8A-%D8%B9%D9%84%D9%89-%D8%B4%D8%A7%D8%B1%D8%B9-%D8%AC%D9%85%D8%A7%D9%84-%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D9%86%D8%A7%D8%B5%D8%B1-%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A-%D9%85%D8%A8%D8%A7%D8%B4%D8%B1%D8%A9-ID195904437.html,Apartment,Monthly,Yes,Not specified,True
